RegionName,StateName,Year,HomeValueYearlyAvg,RentalValueYearlyAvg,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,childcare_cost,taxes,total_cost,median_family_income,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,INflow,OUTflow,NET in,GROSS out,crime_rate_per_100000,TotalLivingCost,HousingCostAvg,AffordabilityScore
Ada County,ID,2015.0,212397.9072286036,959.4907801422656,13957.145604,9374.768124,13254.449627999998,11816.786928,8454.072384000001,11773.984872,9533.618747999999,78164.8254,87161.1015625,435117.0,217999.0,217118.0,7.9,85.2,1.2,0.4,2.6,0.1,316189.0,60151.0,1294.0,31642.0,725.0,11.8,13.1,43.0,16.6,25.0,6.9,8.4,80.7,7.7,0.5,1.5,2.8,6.9,20.4,214984.0,78.3,15.0,6.6,0.1,4.3,32954.0,25475.0,5876.0,56826.0,206.5004418,78164.826288,106678.69900437293,0.7611178771754037
Ada County,ID,2016.0,230539.37970302926,1018.848029828352,13957.145604,9374.768124,13254.449627999998,11816.786928,8454.072384000001,11773.984872,9533.618747999999,78164.8254,87161.1015625,435117.0,217999.0,217118.0,7.9,85.2,1.2,0.4,2.6,0.1,316189.0,60151.0,1294.0,31642.0,725.0,11.8,13.1,43.0,16.6,25.0,6.9,8.4,80.7,7.7,0.5,1.5,2.8,6.9,20.4,214984.0,78.3,15.0,6.6,0.1,4.3,32954.0,25475.0,5876.0,56826.0,206.5004418,78164.826288,115779.1138664288,0.7579387906363547
Ada County,ID,2017.0,251736.0018588988,1092.9869546898226,13957.145604,9374.768124,13254.449627999998,11816.786928,8454.072384000001,11773.984872,9533.618747999999,78164.8254,87161.1015625,435117.0,217999.0,217118.0,7.9,85.2,1.2,0.4,2.6,0.1,316189.0,60151.0,1294.0,31642.0,725.0,11.8,13.1,43.0,16.6,25.0,6.9,8.4,80.7,7.7,0.5,1.5,2.8,6.9,20.4,214984.0,78.3,15.0,6.6,0.1,4.3,32954.0,25475.0,5876.0,56826.0,206.5004418,78164.826288,126414.4944067943,0.7542234880236669
Ada County,ID,2018.0,282648.44085637765,1182.4045843802712,13957.145604,9374.768124,13254.449627999998,11816.786928,8454.072384000001,11773.984872,9533.618747999999,78164.8254,87161.1015625,435117.0,217999.0,217118.0,7.9,85.2,1.2,0.4,2.6,0.1,316189.0,60151.0,1294.0,31642.0,725.0,11.8,13.1,43.0,16.6,25.0,6.9,8.4,80.7,7.7,0.5,1.5,2.8,6.9,20.4,214984.0,78.3,15.0,6.6,0.1,4.3,32954.0,25475.0,5876.0,56826.0,206.5004418,78164.826288,141915.42272037896,0.7488084829616506
Ada County,ID,2019.0,317022.67977473186,1270.4021333477426,13957.145604,9374.768124,13254.449627999998,11816.786928,8454.072384000001,11773.984872,9533.618747999999,78164.8254,87161.1015625,435117.0,217999.0,217118.0,7.9,85.2,1.2,0.4,2.6,0.1,316189.0,60151.0,1294.0,31642.0,725.0,11.8,13.1,43.0,16.6,25.0,6.9,8.4,80.7,7.7,0.5,1.5,2.8,6.9,20.4,214984.0,78.3,15.0,6.6,0.1,4.3,32954.0,25475.0,5876.0,56826.0,206.5004418,78164.826288,159146.5409540398,0.7427890633132348
Ada County,ID,2020.0,358242.04064635787,1356.0944474311873,13957.145604,9374.768124,13254.449627999998,11816.786928,8454.072384000001,11773.984872,9533.618747999999,78164.8254,87161.1015625,435117.0,217999.0,217118.0,7.9,85.2,1.2,0.4,2.6,0.1,316189.0,60151.0,1294.0,31642.0,725.0,11.8,13.1,43.0,16.6,25.0,6.9,8.4,80.7,7.7,0.5,1.5,2.8,6.9,20.4,214984.0,78.3,15.0,6.6,0.1,4.3,32954.0,25475.0,5876.0,56826.0,206.5004418,78164.826288,179799.06754689454,0.7355744285648291
Ada County,ID,2021.0,485932.2643981732,1627.8053598175195,13957.145604,9374.768124,13254.449627999998,11816.786928,8454.072384000001,11773.984872,9533.618747999999,78164.8254,87161.1015625,435117.0,217999.0,217118.0,7.9,85.2,1.2,0.4,2.6,0.1,316189.0,60151.0,1294.0,31642.0,725.0,11.8,13.1,43.0,16.6,25.0,6.9,8.4,80.7,7.7,0.5,1.5,2.8,6.9,20.4,214984.0,78.3,15.0,6.6,0.1,4.3,32954.0,25475.0,5876.0,56826.0,206.5004418,78164.826288,243780.03487899536,0.7132236857598064
Ada County,ID,2022.0,536583.4038774899,1769.0035359082704,13957.145604,9374.768124,13254.449627999998,11816.786928,8454.072384000001,11773.984872,9533.618747999999,78164.8254,87161.1015625,435117.0,217999.0,217118.0,7.9,85.2,1.2,0.4,2.6,0.1,316189.0,60151.0,1294.0,31642.0,725.0,11.8,13.1,43.0,16.6,25.0,6.9,8.4,80.7,7.7,0.5,1.5,2.8,6.9,20.4,214984.0,78.3,15.0,6.6,0.1,4.3,32954.0,25475.0,5876.0,56826.0,206.5004418,78164.826288,269176.2037066991,0.7043519343410662
Ada County,ID,2023.0,489355.75962120155,1776.3526005159622,13957.145604,9374.768124,13254.449627999998,11816.786928,8454.072384000001,11773.984872,9533.618747999999,78164.8254,87161.1015625,435117.0,217999.0,217118.0,7.9,85.2,1.2,0.4,2.6,0.1,316189.0,60151.0,1294.0,31642.0,725.0,11.8,13.1,43.0,16.6,25.0,6.9,8.4,80.7,7.7,0.5,1.5,2.8,6.9,20.4,214984.0,78.3,15.0,6.6,0.1,4.3,32954.0,25475.0,5876.0,56826.0,206.5004418,78164.826288,245566.05611085874,0.7125997673843545
Ada County,ID,2024.0,501150.15298378456,1815.8296560990093,13957.145604,9374.768124,13254.449627999998,11816.786928,8454.072384000001,11773.984872,9533.618747999999,78164.8254,87161.1015625,435117.0,217999.0,217118.0,7.9,85.2,1.2,0.4,2.6,0.1,316189.0,60151.0,1294.0,31642.0,725.0,11.8,13.1,43.0,16.6,25.0,6.9,8.4,80.7,7.7,0.5,1.5,2.8,6.9,20.4,214984.0,78.3,15.0,6.6,0.1,4.3,32954.0,25475.0,5876.0,56826.0,206.5004418,78164.826288,251482.9913199418,0.7105327793007616
Adams County,CO,2015.0,250536.26711095005,1256.1831384992831,20682.303959999997,8649.49956,13779.927156,9901.594644,10628.069039999998,15980.95872,13441.132259999998,93063.48384,82814.546875,487850.0,245840.0,242010.0,39.3,51.1,3.0,0.5,3.8,0.1,306416.0,64087.0,991.0,27487.0,366.0,12.2,16.4,29.8,18.9,24.1,13.7,13.5,77.7,11.2,3.8,1.2,1.1,5.0,29.2,246450.0,83.6,11.2,5.1,0.1,5.1,60123.0,64467.0,-8684.0,120250.0,336.3221531,93063.48534,125896.22512472466,0.6943238524411057
Adams County,CO,2016.0,284038.3731141966,1333.855305163063,20682.303959999997,8649.49956,13779.927156,9901.594644,10628.069039999998,15980.95872,13441.132259999998,93063.48384,82814.546875,487850.0,245840.0,242010.0,39.3,51.1,3.0,0.5,3.8,0.1,306416.0,64087.0,991.0,27487.0,366.0,12.2,16.4,29.8,18.9,24.1,13.7,13.5,77.7,11.2,3.8,1.2,1.1,5.0,29.2,246450.0,83.6,11.2,5.1,0.1,5.1,60123.0,64467.0,-8684.0,120250.0,336.3221531,93063.48534,142686.11420967983,0.6884585692434506
Adams County,CO,2017.0,314365.9921435153,1399.1962510132714,20682.303959999997,8649.49956,13779.927156,9901.594644,10628.069039999998,15980.95872,13441.132259999998,93063.48384,82814.546875,487850.0,245840.0,242010.0,39.3,51.1,3.0,0.5,3.8,0.1,306416.0,64087.0,991.0,27487.0,366.0,12.2,16.4,29.8,18.9,24.1,13.7,13.5,77.7,11.2,3.8,1.2,1.1,5.0,29.2,246450.0,83.6,11.2,5.1,0.1,5.1,60123.0,64467.0,-8684.0,120250.0,336.3221531,93063.48534,157882.5941972643,0.6831499184070047
Adams County,CO,2018.0,340817.89292655856,1463.569812760813,20682.303959999997,8649.49956,13779.927156,9901.594644,10628.069039999998,15980.95872,13441.132259999998,93063.48384,82814.546875,487850.0,245840.0,242010.0,39.3,51.1,3.0,0.5,3.8,0.1,306416.0,64087.0,991.0,27487.0,366.0,12.2,16.4,29.8,18.9,24.1,13.7,13.5,77.7,11.2,3.8,1.2,1.1,5.0,29.2,246450.0,83.6,11.2,5.1,0.1,5.1,60123.0,64467.0,-8684.0,120250.0,336.3221531,93063.48534,171140.73136965968,0.6785183970910516
Adams County,CO,2019.0,356168.856851659,1526.28863380439,20682.303959999997,8649.49956,13779.927156,9901.594644,10628.069039999998,15980.95872,13441.132259999998,93063.48384,82814.546875,487850.0,245840.0,242010.0,39.3,51.1,3.0,0.5,3.8,0.1,306416.0,64087.0,991.0,27487.0,366.0,12.2,16.4,29.8,18.9,24.1,13.7,13.5,77.7,11.2,3.8,1.2,1.1,5.0,29.2,246450.0,83.6,11.2,5.1,0.1,5.1,60123.0,64467.0,-8684.0,120250.0,336.3221531,93063.48534,178847.57274273172,0.6758261334921827
Adams County,CO,2020.0,375561.8491536476,1569.9213999172164,20682.303959999997,8649.49956,13779.927156,9901.594644,10628.069039999998,15980.95872,13441.132259999998,93063.48384,82814.546875,487850.0,245840.0,242010.0,39.3,51.1,3.0,0.5,3.8,0.1,306416.0,64087.0,991.0,27487.0,366.0,12.2,16.4,29.8,18.9,24.1,13.7,13.5,77.7,11.2,3.8,1.2,1.1,5.0,29.2,246450.0,83.6,11.2,5.1,0.1,5.1,60123.0,64467.0,-8684.0,120250.0,336.3221531,93063.48534,188565.8852767824,0.6724311941374848
Adams County,CO,2021.0,436575.0537540137,1693.3857591800333,20682.303959999997,8649.49956,13779.927156,9901.594644,10628.069039999998,15980.95872,13441.132259999998,93063.48384,82814.546875,487850.0,245840.0,242010.0,39.3,51.1,3.0,0.5,3.8,0.1,306416.0,64087.0,991.0,27487.0,366.0,12.2,16.4,29.8,18.9,24.1,13.7,13.5,77.7,11.2,3.8,1.2,1.1,5.0,29.2,246450.0,83.6,11.2,5.1,0.1,5.1,60123.0,64467.0,-8684.0,120250.0,336.3221531,93063.48534,219134.21975659684,0.6617526281447281
Adams County,CO,2022.0,500394.63744392287,1856.676497562632,20682.303959999997,8649.49956,13779.927156,9901.594644,10628.069039999998,15980.95872,13441.132259999998,93063.48384,82814.546875,487850.0,245840.0,242010.0,39.3,51.1,3.0,0.5,3.8,0.1,306416.0,64087.0,991.0,27487.0,366.0,12.2,16.4,29.8,18.9,24.1,13.7,13.5,77.7,11.2,3.8,1.2,1.1,5.0,29.2,246450.0,83.6,11.2,5.1,0.1,5.1,60123.0,64467.0,-8684.0,120250.0,336.3221531,93063.48534,251125.65697074274,0.6505769236352144
Adams County,CO,2023.0,487586.5153451443,1915.3989025893836,20682.303959999997,8649.49956,13779.927156,9901.594644,10628.069039999998,15980.95872,13441.132259999998,93063.48384,82814.546875,487850.0,245840.0,242010.0,39.3,51.1,3.0,0.5,3.8,0.1,306416.0,64087.0,991.0,27487.0,366.0,12.2,16.4,29.8,18.9,24.1,13.7,13.5,77.7,11.2,3.8,1.2,1.1,5.0,29.2,246450.0,83.6,11.2,5.1,0.1,5.1,60123.0,64467.0,-8684.0,120250.0,336.3221531,93063.48534,244750.95712386686,0.6528038245821348
Adams County,CO,2024.0,492977.02689428837,1982.1584840443513,20682.303959999997,8649.49956,13779.927156,9901.594644,10628.069039999998,15980.95872,13441.132259999998,93063.48384,82814.546875,487850.0,245840.0,242010.0,39.3,51.1,3.0,0.5,3.8,0.1,306416.0,64087.0,991.0,27487.0,366.0,12.2,16.4,29.8,18.9,24.1,13.7,13.5,77.7,11.2,3.8,1.2,1.1,5.0,29.2,246450.0,83.6,11.2,5.1,0.1,5.1,60123.0,64467.0,-8684.0,120250.0,336.3221531,93063.48534,247479.59268916637,0.6518506187418405
Aiken County,SC,2015.0,122179.39700116526,808.3461023383616,10017.183132,7682.474496,13428.028596,11398.034448,6413.284044,7143.290567999999,5143.316052,61225.61136,64666.42578125,165707.0,80260.0,85447.0,5.5,66.7,24.5,0.2,1.0,0.0,124553.0,47713.0,1780.0,26222.0,719.0,16.7,26.6,34.0,16.9,22.9,10.7,15.5,84.6,10.4,0.2,1.0,0.9,2.9,24.9,70753.0,78.1,16.4,5.0,0.4,9.0,10057.0,7881.0,2026.0,17788.0,331.3517201,61225.611336,61493.87155175181,0.800074944380009
Aiken County,SC,2016.0,128430.04581766699,833.6139703843178,10017.183132,7682.474496,13428.028596,11398.034448,6413.284044,7143.290567999999,5143.316052,61225.61136,64666.42578125,165707.0,80260.0,85447.0,5.5,66.7,24.5,0.2,1.0,0.0,124553.0,47713.0,1780.0,26222.0,719.0,16.7,26.6,34.0,16.9,22.9,10.7,15.5,84.6,10.4,0.2,1.0,0.9,2.9,24.9,70753.0,78.1,16.4,5.0,0.4,9.0,10057.0,7881.0,2026.0,17788.0,331.3517201,61225.611336,64631.82989402566,0.7989787480771773
Aiken County,SC,2017.0,132153.23640093865,864.75297693197,10017.183132,7682.474496,13428.028596,11398.034448,6413.284044,7143.290567999999,5143.316052,61225.61136,64666.42578125,165707.0,80260.0,85447.0,5.5,66.7,24.5,0.2,1.0,0.0,124553.0,47713.0,1780.0,26222.0,719.0,16.7,26.6,34.0,16.9,22.9,10.7,15.5,84.6,10.4,0.2,1.0,0.9,2.9,24.9,70753.0,78.1,16.4,5.0,0.4,9.0,10057.0,7881.0,2026.0,17788.0,331.3517201,61225.611336,66508.99468893532,0.798322990134102
Aiken County,SC,2018.0,142260.8271167565,895.2711101292539,10017.183132,7682.474496,13428.028596,11398.034448,6413.284044,7143.290567999999,5143.316052,61225.61136,64666.42578125,165707.0,80260.0,85447.0,5.5,66.7,24.5,0.2,1.0,0.0,124553.0,47713.0,1780.0,26222.0,719.0,16.7,26.6,34.0,16.9,22.9,10.7,15.5,84.6,10.4,0.2,1.0,0.9,2.9,24.9,70753.0,78.1,16.4,5.0,0.4,9.0,10057.0,7881.0,2026.0,17788.0,331.3517201,61225.611336,71578.04911344287,0.7965521958427506
Aiken County,SC,2019.0,154176.6751786905,947.0425717619388,10017.183132,7682.474496,13428.028596,11398.034448,6413.284044,7143.290567999999,5143.316052,61225.61136,64666.42578125,165707.0,80260.0,85447.0,5.5,66.7,24.5,0.2,1.0,0.0,124553.0,47713.0,1780.0,26222.0,719.0,16.7,26.6,34.0,16.9,22.9,10.7,15.5,84.6,10.4,0.2,1.0,0.9,2.9,24.9,70753.0,78.1,16.4,5.0,0.4,9.0,10057.0,7881.0,2026.0,17788.0,331.3517201,61225.611336,77561.85887522621,0.7944618461878978
Aiken County,SC,2020.0,166528.1362794223,1024.1510861947804,10017.183132,7682.474496,13428.028596,11398.034448,6413.284044,7143.290567999999,5143.316052,61225.61136,64666.42578125,165707.0,80260.0,85447.0,5.5,66.7,24.5,0.2,1.0,0.0,124553.0,47713.0,1780.0,26222.0,719.0,16.7,26.6,34.0,16.9,22.9,10.7,15.5,84.6,10.4,0.2,1.0,0.9,2.9,24.9,70753.0,78.1,16.4,5.0,0.4,9.0,10057.0,7881.0,2026.0,17788.0,331.3517201,61225.611336,83776.14368280854,0.792290983707334
Aiken County,SC,2021.0,185961.7498203161,1132.8506801504834,10017.183132,7682.474496,13428.028596,11398.034448,6413.284044,7143.290567999999,5143.316052,61225.61136,64666.42578125,165707.0,80260.0,85447.0,5.5,66.7,24.5,0.2,1.0,0.0,124553.0,47713.0,1780.0,26222.0,719.0,16.7,26.6,34.0,16.9,22.9,10.7,15.5,84.6,10.4,0.2,1.0,0.9,2.9,24.9,70753.0,78.1,16.4,5.0,0.4,9.0,10057.0,7881.0,2026.0,17788.0,331.3517201,61225.611336,93547.30025023328,0.7888775841222273
Aiken County,SC,2022.0,205641.8066457948,1273.0871183857162,10017.183132,7682.474496,13428.028596,11398.034448,6413.284044,7143.290567999999,5143.316052,61225.61136,64666.42578125,165707.0,80260.0,85447.0,5.5,66.7,24.5,0.2,1.0,0.0,124553.0,47713.0,1780.0,26222.0,719.0,16.7,26.6,34.0,16.9,22.9,10.7,15.5,84.6,10.4,0.2,1.0,0.9,2.9,24.9,70753.0,78.1,16.4,5.0,0.4,9.0,10057.0,7881.0,2026.0,17788.0,331.3517201,61225.611336,103457.44688209025,0.7854156305481437
Aiken County,SC,2023.0,209391.19806408507,1375.7060319829968,10017.183132,7682.474496,13428.028596,11398.034448,6413.284044,7143.290567999999,5143.316052,61225.61136,64666.42578125,165707.0,80260.0,85447.0,5.5,66.7,24.5,0.2,1.0,0.0,124553.0,47713.0,1780.0,26222.0,719.0,16.7,26.6,34.0,16.9,22.9,10.7,15.5,84.6,10.4,0.2,1.0,0.9,2.9,24.9,70753.0,78.1,16.4,5.0,0.4,9.0,10057.0,7881.0,2026.0,17788.0,331.3517201,61225.611336,105383.45204803403,0.7847428109910133
Aiken County,SC,2024.0,211436.37420132314,1432.4938307994767,10017.183132,7682.474496,13428.028596,11398.034448,6413.284044,7143.290567999999,5143.316052,61225.61136,64666.42578125,165707.0,80260.0,85447.0,5.5,66.7,24.5,0.2,1.0,0.0,124553.0,47713.0,1780.0,26222.0,719.0,16.7,26.6,34.0,16.9,22.9,10.7,15.5,84.6,10.4,0.2,1.0,0.9,2.9,24.9,70753.0,78.1,16.4,5.0,0.4,9.0,10057.0,7881.0,2026.0,17788.0,331.3517201,61225.611336,106434.4340160613,0.7843756670005486
Alachua County,FL,2015.0,153880.01024590686,946.7288170960577,14166.250464,9374.768124,12359.205156,13552.625664000001,8529.83952,9027.581760000001,6440.893332,73451.1642,77956.6328125,259865.0,125712.0,134153.0,9.3,62.0,19.8,0.3,5.9,0.1,200490.0,45478.0,1546.0,26431.0,711.0,23.3,22.0,46.1,19.2,23.3,5.3,6.2,74.7,8.8,4.1,3.3,4.6,4.5,21.2,120466.0,70.2,25.5,4.2,0.1,6.6,28455.0,24100.0,1297.0,49497.0,605.2451953,73451.16402,77413.36953150146,0.7729446740216122
Alachua County,FL,2016.0,163548.3649868289,988.7600882396865,14166.250464,9374.768124,12359.205156,13552.625664000001,8529.83952,9027.581760000001,6440.893332,73451.1642,77956.6328125,259865.0,125712.0,134153.0,9.3,62.0,19.8,0.3,5.9,0.1,200490.0,45478.0,1546.0,26431.0,711.0,23.3,22.0,46.1,19.2,23.3,5.3,6.2,74.7,8.8,4.1,3.3,4.6,4.5,21.2,120466.0,70.2,25.5,4.2,0.1,6.6,28455.0,24100.0,1297.0,49497.0,605.2451953,73451.16402,82268.5625375343,0.7712485888470428
Alachua County,FL,2017.0,176579.61834493594,1041.3925368703542,14166.250464,9374.768124,12359.205156,13552.625664000001,8529.83952,9027.581760000001,6440.893332,73451.1642,77956.6328125,259865.0,125712.0,134153.0,9.3,62.0,19.8,0.3,5.9,0.1,200490.0,45478.0,1546.0,26431.0,711.0,23.3,22.0,46.1,19.2,23.3,5.3,6.2,74.7,8.8,4.1,3.3,4.6,4.5,21.2,120466.0,70.2,25.5,4.2,0.1,6.6,28455.0,24100.0,1297.0,49497.0,605.2451953,73451.16402,88810.50544090314,0.7689632641735444
Alachua County,FL,2018.0,189290.1795099301,1097.4477932901475,14166.250464,9374.768124,12359.205156,13552.625664000001,8529.83952,9027.581760000001,6440.893332,73451.1642,77956.6328125,259865.0,125712.0,134153.0,9.3,62.0,19.8,0.3,5.9,0.1,200490.0,45478.0,1546.0,26431.0,711.0,23.3,22.0,46.1,19.2,23.3,5.3,6.2,74.7,8.8,4.1,3.3,4.6,4.5,21.2,120466.0,70.2,25.5,4.2,0.1,6.6,28455.0,24100.0,1297.0,49497.0,605.2451953,73451.16402,95193.81365161012,0.7667333560303595
Alachua County,FL,2019.0,198533.3215701167,1167.7963408415508,14166.250464,9374.768124,12359.205156,13552.625664000001,8529.83952,9027.581760000001,6440.893332,73451.1642,77956.6328125,259865.0,125712.0,134153.0,9.3,62.0,19.8,0.3,5.9,0.1,200490.0,45478.0,1546.0,26431.0,711.0,23.3,22.0,46.1,19.2,23.3,5.3,6.2,74.7,8.8,4.1,3.3,4.6,4.5,21.2,120466.0,70.2,25.5,4.2,0.1,6.6,28455.0,24100.0,1297.0,49497.0,605.2451953,73451.16402,99850.55895547912,0.7651065954336491
Alachua County,FL,2020.0,214040.9603154816,1213.3732813565573,14166.250464,9374.768124,12359.205156,13552.625664000001,8529.83952,9027.581760000001,6440.893332,73451.1642,77956.6328125,259865.0,125712.0,134153.0,9.3,62.0,19.8,0.3,5.9,0.1,200490.0,45478.0,1546.0,26431.0,711.0,23.3,22.0,46.1,19.2,23.3,5.3,6.2,74.7,8.8,4.1,3.3,4.6,4.5,21.2,120466.0,70.2,25.5,4.2,0.1,6.6,28455.0,24100.0,1297.0,49497.0,605.2451953,73451.16402,107627.16679841909,0.762389960017825
Alachua County,FL,2021.0,244570.53880281167,1340.1681532457735,14166.250464,9374.768124,12359.205156,13552.625664000001,8529.83952,9027.581760000001,6440.893332,73451.1642,77956.6328125,259865.0,125712.0,134153.0,9.3,62.0,19.8,0.3,5.9,0.1,200490.0,45478.0,1546.0,26431.0,711.0,23.3,22.0,46.1,19.2,23.3,5.3,6.2,74.7,8.8,4.1,3.3,4.6,4.5,21.2,120466.0,70.2,25.5,4.2,0.1,6.6,28455.0,24100.0,1297.0,49497.0,605.2451953,73451.16402,122955.35347802873,0.7570352995237903
Alachua County,FL,2022.0,282470.7226399343,1538.5621224601007,14166.250464,9374.768124,12359.205156,13552.625664000001,8529.83952,9027.581760000001,6440.893332,73451.1642,77956.6328125,259865.0,125712.0,134153.0,9.3,62.0,19.8,0.3,5.9,0.1,200490.0,45478.0,1546.0,26431.0,711.0,23.3,22.0,46.1,19.2,23.3,5.3,6.2,74.7,8.8,4.1,3.3,4.6,4.5,21.2,120466.0,70.2,25.5,4.2,0.1,6.6,28455.0,24100.0,1297.0,49497.0,605.2451953,73451.16402,142004.6423811972,0.7503807306004524
Alachua County,FL,2023.0,295927.7371217715,1609.3846403595287,14166.250464,9374.768124,12359.205156,13552.625664000001,8529.83952,9027.581760000001,6440.893332,73451.1642,77956.6328125,259865.0,125712.0,134153.0,9.3,62.0,19.8,0.3,5.9,0.1,200490.0,45478.0,1546.0,26431.0,711.0,23.3,22.0,46.1,19.2,23.3,5.3,6.2,74.7,8.8,4.1,3.3,4.6,4.5,21.2,120466.0,70.2,25.5,4.2,0.1,6.6,28455.0,24100.0,1297.0,49497.0,605.2451953,73451.16402,148768.56088106552,0.7480178622499323
Alachua County,FL,2024.0,304850.13651170983,1647.4267869101843,14166.250464,9374.768124,12359.205156,13552.625664000001,8529.83952,9027.581760000001,6440.893332,73451.1642,77956.6328125,259865.0,125712.0,134153.0,9.3,62.0,19.8,0.3,5.9,0.1,200490.0,45478.0,1546.0,26431.0,711.0,23.3,22.0,46.1,19.2,23.3,5.3,6.2,74.7,8.8,4.1,3.3,4.6,4.5,21.2,120466.0,70.2,25.5,4.2,0.1,6.6,28455.0,24100.0,1297.0,49497.0,605.2451953,73451.16402,153248.78164931,0.7464527677182884
Alamance County,NC,2016.0,143561.52192105714,741.7515044074221,11234.4,8031.678264,12514.607568,11547.658968,6980.859852,10345.299504,7469.839932,68124.34296000001,66801.1953125,157844.0,75078.0,82766.0,12.3,65.0,18.9,0.3,1.5,0.0,113344.0,44281.0,1192.0,25157.0,738.0,17.6,26.1,33.0,17.4,23.0,10.3,16.2,85.1,9.3,0.2,1.3,1.1,2.9,23.6,73906.0,81.0,13.2,5.6,0.2,6.0,10167.0,7913.0,1524.0,17350.0,436.5907059,68124.344088,72151.63671273227,0.7753549168937439
Alamance County,NC,2017.0,150571.78751378244,781.9552871342688,11234.4,8031.678264,12514.607568,11547.658968,6980.859852,10345.299504,7469.839932,68124.34296000001,66801.1953125,157844.0,75078.0,82766.0,12.3,65.0,18.9,0.3,1.5,0.0,113344.0,44281.0,1192.0,25157.0,738.0,17.6,26.1,33.0,17.4,23.0,10.3,16.2,85.1,9.3,0.2,1.3,1.1,2.9,23.6,73906.0,81.0,13.2,5.6,0.2,6.0,10167.0,7913.0,1524.0,17350.0,436.5907059,68124.344088,75676.87140045836,0.7741234317018472
Alamance County,NC,2018.0,159910.6000600191,835.6172382131812,11234.4,8031.678264,12514.607568,11547.658968,6980.859852,10345.299504,7469.839932,68124.34296000001,66801.1953125,157844.0,75078.0,82766.0,12.3,65.0,18.9,0.3,1.5,0.0,113344.0,44281.0,1192.0,25157.0,738.0,17.6,26.1,33.0,17.4,23.0,10.3,16.2,85.1,9.3,0.2,1.3,1.1,2.9,23.6,73906.0,81.0,13.2,5.6,0.2,6.0,10167.0,7913.0,1524.0,17350.0,436.5907059,68124.344088,80373.10864911614,0.7724828752164897
Alamance County,NC,2019.0,168536.80616696834,900.5038006857462,11234.4,8031.678264,12514.607568,11547.658968,6980.859852,10345.299504,7469.839932,68124.34296000001,66801.1953125,157844.0,75078.0,82766.0,12.3,65.0,18.9,0.3,1.5,0.0,113344.0,44281.0,1192.0,25157.0,738.0,17.6,26.1,33.0,17.4,23.0,10.3,16.2,85.1,9.3,0.2,1.3,1.1,2.9,23.6,73906.0,81.0,13.2,5.6,0.2,6.0,10167.0,7913.0,1524.0,17350.0,436.5907059,68124.344088,84718.65498382704,0.7709648270761688
Alamance County,NC,2020.0,179602.44126469412,950.042319454578,11234.4,8031.678264,12514.607568,11547.658968,6980.859852,10345.299504,7469.839932,68124.34296000001,66801.1953125,157844.0,75078.0,82766.0,12.3,65.0,18.9,0.3,1.5,0.0,113344.0,44281.0,1192.0,25157.0,738.0,17.6,26.1,33.0,17.4,23.0,10.3,16.2,85.1,9.3,0.2,1.3,1.1,2.9,23.6,73906.0,81.0,13.2,5.6,0.2,6.0,10167.0,7913.0,1524.0,17350.0,436.5907059,68124.344088,90276.24179207435,0.7690233716942431
Alamance County,NC,2021.0,208442.17954761218,1081.5032641746805,11234.4,8031.678264,12514.607568,11547.658968,6980.859852,10345.299504,7469.839932,68124.34296000001,66801.1953125,157844.0,75078.0,82766.0,12.3,65.0,18.9,0.3,1.5,0.0,113344.0,44281.0,1192.0,25157.0,738.0,17.6,26.1,33.0,17.4,23.0,10.3,16.2,85.1,9.3,0.2,1.3,1.1,2.9,23.6,73906.0,81.0,13.2,5.6,0.2,6.0,10167.0,7913.0,1524.0,17350.0,436.5907059,68124.344088,104761.84140589343,0.7639630557152041
Alamance County,NC,2022.0,251172.6420434385,1247.5099836616064,11234.4,8031.678264,12514.607568,11547.658968,6980.859852,10345.299504,7469.839932,68124.34296000001,66801.1953125,157844.0,75078.0,82766.0,12.3,65.0,18.9,0.3,1.5,0.0,113344.0,44281.0,1192.0,25157.0,738.0,17.6,26.1,33.0,17.4,23.0,10.3,16.2,85.1,9.3,0.2,1.3,1.1,2.9,23.6,73906.0,81.0,13.2,5.6,0.2,6.0,10167.0,7913.0,1524.0,17350.0,436.5907059,68124.344088,126210.07601355006,0.7564704529096037
Alamance County,NC,2023.0,269552.45470178046,1331.9469478369815,11234.4,8031.678264,12514.607568,11547.658968,6980.859852,10345.299504,7469.839932,68124.34296000001,66801.1953125,157844.0,75078.0,82766.0,12.3,65.0,18.9,0.3,1.5,0.0,113344.0,44281.0,1192.0,25157.0,738.0,17.6,26.1,33.0,17.4,23.0,10.3,16.2,85.1,9.3,0.2,1.3,1.1,2.9,23.6,73906.0,81.0,13.2,5.6,0.2,6.0,10167.0,7913.0,1524.0,17350.0,436.5907059,68124.344088,135442.2008248087,0.7532453555751222
